"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Total loss","run-multi-task-without-debiasing - Total loss__MIN","run-multi-task-without-debiasing - Total loss__MAX"
"51226","256125","256125","256125","2.7983365058898926","2.7983365058898926","2.7983365058898926"
"51246","256225","256225","256225","2.3834965229034424","2.3834965229034424","2.3834965229034424"
"51256","256275","256275","256275","2.6935548782348633","2.6935548782348633","2.6935548782348633"
"51269","256340","256340","256340","3.1736717224121094","3.1736717224121094","3.1736717224121094"
"51272","256355","256355","256355","2.847712278366089","2.847712278366089","2.847712278366089"
"51295","256470","256470","256470","3.332791805267334","3.332791805267334","3.332791805267334"
"51300","256495","256495","256495","3.268235206604004","3.268235206604004","3.268235206604004"
"51329","256640","256640","256640","2.812636375427246","2.812636375427246","2.812636375427246"
"51340","256695","256695","256695","4.70799446105957","4.70799446105957","4.70799446105957"
"51364","256815","256815","256815","3.771143913269043","3.771143913269043","3.771143913269043"
"51401","257000","257000","257000","3.8453454971313477","3.8453454971313477","3.8453454971313477"
"51411","257050","257050","257050","3.6035730838775635","3.6035730838775635","3.6035730838775635"
"51412","257055","257055","257055","3.131610870361328","3.131610870361328","3.131610870361328"
"51426","257125","257125","257125","3.970285415649414","3.970285415649414","3.970285415649414"
"51427","257130","257130","257130","2.843461513519287","2.843461513519287","2.843461513519287"
"51429","257140","257140","257140","3.7408905029296875","3.7408905029296875","3.7408905029296875"
"51433","257160","257160","257160","2.9897775650024414","2.9897775650024414","2.9897775650024414"
"51439","257190","257190","257190","1.8919905424118042","1.8919905424118042","1.8919905424118042"
"51448","257235","257235","257235","3.3435184955596924","3.3435184955596924","3.3435184955596924"
"51451","257250","257250","257250","2.0464208126068115","2.0464208126068115","2.0464208126068115"
"51464","257315","257315","257315","4.907544136047363","4.907544136047363","4.907544136047363"
"51473","257360","257360","257360","3.029433488845825","3.029433488845825","3.029433488845825"
"51489","257440","257440","257440","2.1256439685821533","2.1256439685821533","2.1256439685821533"
"51491","257450","257450","257450","2.0556998252868652","2.0556998252868652","2.0556998252868652"
"51495","257470","257470","257470","2.2936267852783203","2.2936267852783203","2.2936267852783203"
"51549","257740","257740","257740","4.294894218444824","4.294894218444824","4.294894218444824"
"51553","257760","257760","257760","2.622018814086914","2.622018814086914","2.622018814086914"
"51567","257830","257830","257830","2.4643313884735107","2.4643313884735107","2.4643313884735107"
"51569","257840","257840","257840","3.3975255489349365","3.3975255489349365","3.3975255489349365"
"51571","257850","257850","257850","3.8980302810668945","3.8980302810668945","3.8980302810668945"
"51590","257945","257945","257945","4.534756183624268","4.534756183624268","4.534756183624268"
"51591","257950","257950","257950","3.462772846221924","3.462772846221924","3.462772846221924"
"51620","258095","258095","258095","3.088015556335449","3.088015556335449","3.088015556335449"
"51623","258110","258110","258110","3.4661006927490234","3.4661006927490234","3.4661006927490234"
"51654","258265","258265","258265","2.7495880126953125","2.7495880126953125","2.7495880126953125"
"51659","258290","258290","258290","3.6955971717834473","3.6955971717834473","3.6955971717834473"
"51670","258345","258345","258345","2.679116725921631","2.679116725921631","2.679116725921631"
"51690","258445","258445","258445","3.9193923473358154","3.9193923473358154","3.9193923473358154"
"51704","258515","258515","258515","3.5481913089752197","3.5481913089752197","3.5481913089752197"
"51705","258520","258520","258520","3.1228747367858887","3.1228747367858887","3.1228747367858887"
"51708","258535","258535","258535","3.64609956741333","3.64609956741333","3.64609956741333"
"51717","258580","258580","258580","3.9846136569976807","3.9846136569976807","3.9846136569976807"
"51741","258700","258700","258700","2.8165571689605713","2.8165571689605713","2.8165571689605713"
"51745","258720","258720","258720","4.296789646148682","4.296789646148682","4.296789646148682"
"51754","258765","258765","258765","2.947528839111328","2.947528839111328","2.947528839111328"
"51766","258825","258825","258825","2.9168753623962402","2.9168753623962402","2.9168753623962402"
"51767","258830","258830","258830","2.2776172161102295","2.2776172161102295","2.2776172161102295"
"51801","259000","259000","259000","2.008493423461914","2.008493423461914","2.008493423461914"
"51831","259150","259150","259150","3.6437511444091797","3.6437511444091797","3.6437511444091797"
"51832","259155","259155","259155","2.7155914306640625","2.7155914306640625","2.7155914306640625"
"51848","259235","259235","259235","3.3452706336975098","3.3452706336975098","3.3452706336975098"
"51878","259385","259385","259385","3.4077067375183105","3.4077067375183105","3.4077067375183105"
"51879","259390","259390","259390","3.3568577766418457","3.3568577766418457","3.3568577766418457"
"51891","259450","259450","259450","3.095245122909546","3.095245122909546","3.095245122909546"
"51898","259485","259485","259485","3.2148256301879883","3.2148256301879883","3.2148256301879883"
"51955","259770","259770","259770","2.9161267280578613","2.9161267280578613","2.9161267280578613"
"51957","259780","259780","259780","3.596782684326172","3.596782684326172","3.596782684326172"
"51961","259800","259800","259800","2.637223720550537","2.637223720550537","2.637223720550537"
"51970","259845","259845","259845","3.2656936645507812","3.2656936645507812","3.2656936645507812"
"51978","259885","259885","259885","5.492142677307129","5.492142677307129","5.492142677307129"
"51990","259945","259945","259945","4.426347732543945","4.426347732543945","4.426347732543945"
"51998","259985","259985","259985","4.147003173828125","4.147003173828125","4.147003173828125"
"52037","260180","260180","260180","3.567612648010254","3.567612648010254","3.567612648010254"
"52054","260265","260265","260265","3.1861062049865723","3.1861062049865723","3.1861062049865723"
"52069","260340","260340","260340","2.0607082843780518","2.0607082843780518","2.0607082843780518"
"52095","260470","260470","260470","1.9645464420318604","1.9645464420318604","1.9645464420318604"
"52096","260475","260475","260475","3.247413158416748","3.247413158416748","3.247413158416748"
"52127","260630","260630","260630","2.834970712661743","2.834970712661743","2.834970712661743"
"52135","260670","260670","260670","3.441145181655884","3.441145181655884","3.441145181655884"
"52136","260675","260675","260675","3.9192233085632324","3.9192233085632324","3.9192233085632324"
"52145","260720","260720","260720","4.3526611328125","4.3526611328125","4.3526611328125"
"52147","260730","260730","260730","3.3701207637786865","3.3701207637786865","3.3701207637786865"
"52162","260805","260805","260805","2.439002752304077","2.439002752304077","2.439002752304077"
"52219","261090","261090","261090","4.021054744720459","4.021054744720459","4.021054744720459"
"52228","261135","261135","261135","3.420447826385498","3.420447826385498","3.420447826385498"
"52229","261140","261140","261140","2.6920480728149414","2.6920480728149414","2.6920480728149414"
"52232","261155","261155","261155","3.045933246612549","3.045933246612549","3.045933246612549"
"52257","261280","261280","261280","4.111306190490723","4.111306190490723","4.111306190490723"
"52266","261325","261325","261325","3.251253604888916","3.251253604888916","3.251253604888916"
"52281","261400","261400","261400","2.342118501663208","2.342118501663208","2.342118501663208"
"52304","261515","261515","261515","3.4910051822662354","3.4910051822662354","3.4910051822662354"
"52308","261535","261535","261535","2.747464656829834","2.747464656829834","2.747464656829834"
"52314","261565","261565","261565","2.8242616653442383","2.8242616653442383","2.8242616653442383"
"52324","261615","261615","261615","2.4256296157836914","2.4256296157836914","2.4256296157836914"
"52330","261645","261645","261645","3.3881044387817383","3.3881044387817383","3.3881044387817383"
"52342","261705","261705","261705","2.911240577697754","2.911240577697754","2.911240577697754"
"52363","261810","261810","261810","2.7610843181610107","2.7610843181610107","2.7610843181610107"
"52377","261880","261880","261880","2.519096851348877","2.519096851348877","2.519096851348877"
"52397","261980","261980","261980","3.6231822967529297","3.6231822967529297","3.6231822967529297"
"52408","262035","262035","262035","3.861464738845825","3.861464738845825","3.861464738845825"
"52426","262125","262125","262125","4.36465311050415","4.36465311050415","4.36465311050415"
"52438","262185","262185","262185","2.549086332321167","2.549086332321167","2.549086332321167"
"52449","262240","262240","262240","2.7724225521087646","2.7724225521087646","2.7724225521087646"
"52466","262325","262325","262325","3.2362723350524902","3.2362723350524902","3.2362723350524902"
"52468","262335","262335","262335","4.931151390075684","4.931151390075684","4.931151390075684"
"52502","262505","262505","262505","3.78235125541687","3.78235125541687","3.78235125541687"
"52512","262555","262555","262555","2.9135868549346924","2.9135868549346924","2.9135868549346924"
"52545","262720","262720","262720","3.679037570953369","3.679037570953369","3.679037570953369"
"52554","262765","262765","262765","3.092369556427002","3.092369556427002","3.092369556427002"
"52567","262830","262830","262830","4.689942359924316","4.689942359924316","4.689942359924316"
"52571","262850","262850","262850","3.4583208560943604","3.4583208560943604","3.4583208560943604"
"52600","262995","262995","262995","3.2181496620178223","3.2181496620178223","3.2181496620178223"
"52611","263050","263050","263050","3.302098274230957","3.302098274230957","3.302098274230957"
"52623","263110","263110","263110","4.19645881652832","4.19645881652832","4.19645881652832"
"52628","263135","263135","263135","3.278028964996338","3.278028964996338","3.278028964996338"
"52631","263150","263150","263150","2.4340429306030273","2.4340429306030273","2.4340429306030273"
"52649","263240","263240","263240","2.25909686088562","2.25909686088562","2.25909686088562"
"52662","263305","263305","263305","3.235790491104126","3.235790491104126","3.235790491104126"
"52665","263320","263320","263320","2.631392002105713","2.631392002105713","2.631392002105713"
"52679","263390","263390","263390","2.8410043716430664","2.8410043716430664","2.8410043716430664"
"52692","263455","263455","263455","3.055361270904541","3.055361270904541","3.055361270904541"
"52714","263565","263565","263565","4.3584394454956055","4.3584394454956055","4.3584394454956055"
"52731","263650","263650","263650","3.1735363006591797","3.1735363006591797","3.1735363006591797"
"52784","263915","263915","263915","3.7561163902282715","3.7561163902282715","3.7561163902282715"
"52801","264000","264000","264000","4.322219371795654","4.322219371795654","4.322219371795654"
"52834","264165","264165","264165","3.658407211303711","3.658407211303711","3.658407211303711"
"52839","264190","264190","264190","2.759659767150879","2.759659767150879","2.759659767150879"
